group,pre_over_size,std_dev,transmission,manually_inspected,has_dcvs,has_tracing_issues,dont_consider_electrical,notes,in_utct
16037,5.10E-07,1.52E-08,,,,,,,
24011,5.10E-07,1.07E-08,,,,,,,
25162,5.10E-07,6.14E-08,,,,,,,
10423,5.10E-07,2.26E-08,,,,,,,
15487,5.10E-07,2.41E-08,,,,,,,
15567,5.10E-07,9.29E-09,,,,,,,
17051,5.10E-07,2.47E-08,,,,,,,
15504,5.10E-07,2.98E-09,,,,,,,
16036,5.10E-07,1.36E-08,,,,,,,
13056,5.10E-07,1.67E-08,,,,,,,
15695,5.10E-07,2.77E-08,,,,,,,
16707,5.10E-07,1.34E-08,,,,,,,
16905,5.10E-07,7.19E-08,,,,,,,
13327,5.10E-07,1.17E-08,,,,,,,
11829,5.10E-07,3.93E-09,,,,,,,
17770,5.10E-07,4.33E-09,,,,,,,
10529,5.11E-07,2.50E-08,,,,,,,
25272,5.11E-07,1.68E-09,,,,,,,
16696,5.11E-07,2.69E-08,,,,,,,
11365,5.11E-07,8.62E-10,,,,,,,
19302,5.11E-07,5.31E-08,,,,,,,
12194,5.11E-07,2.66E-08,,,,,,,
31374,5.11E-07,4.38E-08,,,,,,,
13431,5.11E-07,1.62E-08,,,,,,,
12883,5.11E-07,1.46E-08,,,,,,,
12685,5.11E-07,6.96E-09,,,,,,,
11518,5.11E-07,1.67E-08,,,,,,,
11066,5.11E-07,2.21E-08,,,,,,,
17587,5.11E-07,4.92E-08,,,,,,,
14245,5.11E-07,3.31E-08,,,,,,,
37836,5.11E-07,4.00E-08,,,,,,,
28395,5.11E-07,1.26E-08,,,,,,,
21310,5.12E-07,3.00E-08,,,,,,,
14188,5.12E-07,1.37E-08,,,,,,,
21703,5.12E-07,3.21E-08,,,,,,,
23121,5.12E-07,5.49E-08,,,,,,,
25805,5.12E-07,4.60E-08,,,,,,,
15785,5.12E-07,2.21E-08,,,,,,,
12777,5.12E-07,4.14E-08,,,,,,,
17997,5.12E-07,5.50E-08,,,,,,,
12523,5.12E-07,1.68E-08,,,,,,,
15461,5.13E-07,1.92E-08,,,,,,,
20002,5.13E-07,,,,,,,,
29047,5.13E-07,2.46E-09,,,,,,,
23530,5.13E-07,2.31E-08,,,,,,,
33422,5.13E-07,4.51E-08,,,,,,,
17103,5.13E-07,1.03E-08,,,,,,,
18052,5.13E-07,5.64E-08,,,,,,,
25826,5.13E-07,6.75E-08,,,,,,,
25758,5.13E-07,4.99E-08,,,,,,,
11782,5.13E-07,7.33E-10,,,,,,,
20384,5.13E-07,6.53E-08,,,,,,,
16815,5.13E-07,1.64E-08,,,,,,,
14359,5.13E-07,2.74E-08,,,,,,,
20070,5.13E-07,7.53E-09,,,,,,,
22206,5.13E-07,1.12E-08,,,,,,,
26597,5.13E-07,2.35E-08,,,,,,,
25857,5.13E-07,2.48E-08,,,,,,,
18960,5.13E-07,8.59E-09,,,,,,,
17488,5.13E-07,1.69E-08,,,,,,,
27652,5.14E-07,1.96E-08,,,,,,,
157407,5.14E-07,1.58E-08,,,,,,,
14718,5.14E-07,3.19E-08,,,,,,,
15334,5.14E-07,9.72E-09,,,,,,,
24240,5.14E-07,5.93E-08,,,,,,,
14766,5.14E-07,1.12E-08,,,,,,,
13494,5.14E-07,2.55E-08,,,,,,,
11590,5.14E-07,6.73E-08,,,,,,,
15048,5.14E-07,,,,,,,,
20456,5.14E-07,2.51E-08,,,,,,,
20348,5.14E-07,5.66E-08,,,,,,,
16855,5.14E-07,1.78E-08,,,,,,,
14164,5.14E-07,3.49E-08,,,,,,,
22843,5.14E-07,6.03E-08,,,,,,,
12670,5.14E-07,8.20E-08,,,,,,,
26590,5.14E-07,3.06E-08,,,,,,,
16179,5.14E-07,2.00E-08,,,,,,,
12162,5.14E-07,1.06E-08,,,,,,,
23831,5.14E-07,5.44E-08,,,,,,,
20845,5.14E-07,6.00E-09,,,,,,,
24116,5.14E-07,4.37E-08,,,,,,,
15765,5.14E-07,8.47E-09,,,,,,,
23038,5.15E-07,7.83E-09,,,,,,,
10584,5.15E-07,6.31E-09,,,,,,,
16361,5.15E-07,2.49E-08,,,,,,,
13635,5.15E-07,3.41E-09,,,,,,,
26598,5.15E-07,9.26E-08,,,,,,,
16720,5.15E-07,4.60E-08,,,,,,,
11883,5.15E-07,1.05E-08,,,,,,,
12077,5.15E-07,6.87E-08,,,,,,,
22409,5.15E-07,1.09E-09,,,,,,,
17574,5.15E-07,4.35E-08,,,,,,,
26488,5.15E-07,1.84E-08,,,,,,,
18729,5.15E-07,2.31E-08,,,,,,,
22435,5.15E-07,9.69E-10,,,,,,,
18214,5.15E-07,7.37E-08,,,,,,,
19349,5.16E-07,3.77E-08,,,,,,,
16074,5.16E-07,5.60E-08,,,,,,,
20393,5.16E-07,2.30E-08,,,,,,,
24175,5.16E-07,3.78E-08,,,,,,,
11087,5.16E-07,1.75E-09,,,,,,,
31203,5.16E-07,1.06E-07,,,,,,,
16407,5.16E-07,1.80E-08,,,,,,,
19108,5.16E-07,1.36E-07,,,,,,,
18192,5.16E-07,8.03E-08,,,,,,,
18079,5.16E-07,,,,,,,,
12252,5.17E-07,3.67E-09,,,,,,,
18027,5.17E-07,3.34E-09,,,,,,,
21515,5.17E-07,2.24E-08,,,,,,,
11995,5.17E-07,3.51E-09,,,,,,,
12879,5.17E-07,5.22E-09,,,,,,,
19065,5.17E-07,1.47E-08,,,,,,,
10424,5.17E-07,3.59E-08,,,,,,,
22382,5.17E-07,6.13E-09,,,,,,,
20893,5.17E-07,3.96E-08,,,,,,,
11623,5.17E-07,1.72E-08,,,,,,,
14742,5.17E-07,8.66E-08,,,,,,,
12560,5.17E-07,4.94E-08,,,,,,,
22142,5.17E-07,2.90E-08,,,,,,,
18457,5.17E-07,9.57E-08,,,,,,,
25803,5.17E-07,3.24E-08,,,,,,,
19876,5.17E-07,3.94E-08,,,,,,,
19495,5.17E-07,3.97E-08,,,,,,,
11046,5.17E-07,8.76E-11,,,,,,,
14047,5.18E-07,2.62E-08,,,,,,,
11921,5.18E-07,2.03E-08,,,,,,,
17409,5.18E-07,9.47E-09,,,,,,,
16791,5.18E-07,2.77E-08,,,,,,,
17739,5.18E-07,2.48E-08,,,,,,,
14666,5.18E-07,3.09E-08,,,,,,,
13971,5.18E-07,8.79E-09,,,,,,,
12061,5.18E-07,1.45E-08,,,,,,,
15685,5.18E-07,3.68E-08,,,,,,,
23863,5.18E-07,5.85E-08,,,,,,,
23891,5.18E-07,3.81E-08,,,,,,,
22706,5.18E-07,3.80E-08,,,,,,,
23045,5.18E-07,2.01E-08,,,,,,,
12530,5.18E-07,1.51E-08,,,,,,,
27365,5.18E-07,1.30E-08,,,,,,,
12500,5.18E-07,1.36E-08,,,,,,,
18024,5.19E-07,3.50E-08,,,,,,,
13641,5.19E-07,2.56E-08,,,,,,,
25304,5.19E-07,7.73E-08,,,,,,,
11875,5.19E-07,1.05E-08,,,,,,,
21301,5.19E-07,4.38E-08,,,,,,,
20039,5.19E-07,2.09E-08,,,,,,,
21808,5.19E-07,1.30E-08,,,,,,,
13264,5.19E-07,1.84E-08,,,,,,,
17463,5.19E-07,6.75E-08,,,,,,,
14984,5.19E-07,1.87E-08,,,,,,,
18813,5.19E-07,3.53E-08,,,,,,,
15565,5.19E-07,2.70E-08,,,,,,,
18482,5.19E-07,1.17E-07,,,,,,,
25729,5.19E-07,2.25E-08,,,,,,,
25774,5.20E-07,2.19E-08,,,,,,,
17887,5.20E-07,3.90E-08,,,,,,,
16101,5.20E-07,2.77E-08,,,,,,,
24375,5.20E-07,2.29E-08,,,,,,,
16854,5.20E-07,5.34E-08,,,,,,,
17208,5.20E-07,5.03E-08,,,,,,,
24074,5.20E-07,1.93E-08,,,,,,,
19927,5.20E-07,1.48E-07,,,,,,,
155026,5.20E-07,4.95E-08,,,,,,,
26026,5.20E-07,1.51E-08,,,,,,,
23799,5.20E-07,7.00E-09,,,,,,,
12066,5.20E-07,2.05E-08,,,,,,,
22596,5.20E-07,1.68E-08,,,,,,,
17025,5.20E-07,9.10E-09,,,,,,,
19209,5.20E-07,1.80E-08,,,,,,,
13829,5.21E-07,2.27E-08,,,,,,,
25004,5.21E-07,5.74E-08,,,,,,,
21134,5.21E-07,2.06E-08,,,,,,,
14648,5.21E-07,1.70E-08,,,,,,,
21499,5.21E-07,1.64E-08,,,,,,,
11688,5.21E-07,8.36E-09,,,,,,,
18793,5.21E-07,2.05E-08,,,,,,,
22998,5.21E-07,1.21E-08,,,,,,,
18277,5.21E-07,7.47E-09,,,,,,,
24934,5.22E-07,5.26E-08,,,,,,,
17695,5.22E-07,4.57E-09,,,,,,,
13217,5.22E-07,5.80E-09,,,,,,,
25025,5.22E-07,9.33E-08,,,,,,,
17765,5.22E-07,1.25E-08,,,,,,,
28864,5.22E-07,2.56E-08,,,,,,,
16032,5.22E-07,3.54E-08,,,,,,,
15997,5.22E-07,4.39E-08,,,,,,,
23957,5.22E-07,6.00E-08,,,,,,,
14840,5.22E-07,1.77E-08,,,,,,,
15528,5.22E-07,4.42E-08,,,,,,,
18018,5.22E-07,5.06E-08,,,,,,,
18590,5.22E-07,6.47E-09,,,,,,,
22863,5.22E-07,1.98E-08,,,,,,,
21787,5.22E-07,1.31E-08,,,,,,,
15337,5.22E-07,3.63E-08,,,,,,,
10953,5.22E-07,5.46E-09,,,,,,,
31157,5.23E-07,3.09E-08,,,,,,,
16080,5.23E-07,5.12E-08,,,,,,,
24236,5.23E-07,7.56E-08,,,,,,,
17535,5.23E-07,6.80E-08,,,,,,,
10643,5.23E-07,2.14E-09,,,,,,,
16653,5.23E-07,3.42E-08,,,,,,,
154796,5.23E-07,1.28E-08,,,,,,,
28318,5.23E-07,1.26E-08,,,,,,,
10783,5.24E-07,8.31E-09,,,,,,,
12510,5.24E-07,5.40E-09,,,,,,,
30412,5.24E-07,2.31E-08,,,,,,,
19254,5.24E-07,1.27E-07,,,,,,,
22254,5.24E-07,3.13E-08,,,,,,,
14541,5.24E-07,1.42E-07,,,,,,,
20319,5.24E-07,5.02E-08,,,,,,,
18020,5.24E-07,3.02E-08,,,,,,,
22835,5.24E-07,7.33E-08,,,,,,,
23094,5.24E-07,1.21E-08,,,,,,,
19810,5.25E-07,1.07E-08,,,,,,,
13046,5.25E-07,7.47E-09,,,,,,,
16374,5.25E-07,3.85E-09,,,,,,,
14782,5.25E-07,2.24E-08,,,,,,,
100917,5.25E-07,4.57E-08,,,,,,,
10824,5.25E-07,1.95E-08,,,,,,,
14624,5.25E-07,,,,,,,,
24382,5.25E-07,3.15E-08,,,,,,,
16869,5.25E-07,2.59E-08,,,,,,,
12428,5.25E-07,2.97E-08,,,,,,,
25009,5.25E-07,5.39E-08,,,,,,,
17399,5.25E-07,2.62E-08,,,,,,,
17383,5.25E-07,2.81E-08,electrical,,,,,,
18150,5.25E-07,3.61E-08,,,,,,,
20823,5.25E-07,1.71E-08,,,,,,,
32344,5.25E-07,8.23E-09,,,,,,,
13276,5.26E-07,1.72E-08,,,,,,,
19339,5.26E-07,2.62E-08,,,,,,,
14445,5.26E-07,1.45E-08,,,,,,,
23763,5.26E-07,6.59E-09,,,,,,,
16687,5.26E-07,1.40E-07,,,,,,,
26868,5.26E-07,4.01E-08,,,,,,,
17742,5.26E-07,2.30E-08,,,,,,,
22008,5.26E-07,8.47E-08,,,,,,,
18439,5.26E-07,3.03E-08,,,,,,,
11035,5.26E-07,3.00E-08,,,,,,,
13772,5.26E-07,1.74E-09,,,,,,,
22284,5.26E-07,1.77E-08,,,,,,,
28854,5.26E-07,7.85E-08,,,,,,,
15531,5.26E-07,4.82E-08,,,,,,,
19867,5.27E-07,6.68E-08,,,,,,,
29671,5.27E-07,5.46E-08,,,,,,,
13476,5.27E-07,1.82E-08,,,,,,,
17220,5.27E-07,2.10E-08,,,,,,,
21117,5.27E-07,7.95E-09,,,,,,,
16729,5.27E-07,1.74E-08,,,,,,,
16456,5.27E-07,4.02E-09,,,,,,,
17872,5.27E-07,7.65E-09,,,,,,,
24419,5.27E-07,2.06E-08,,,,,,,
23171,5.27E-07,2.67E-08,,,,,,,
17288,5.27E-07,2.08E-08,,,,,,,
29790,5.27E-07,2.03E-08,,,,,,,
13969,5.27E-07,2.90E-08,,,,,,,
18727,5.27E-07,1.16E-08,,,,,,,
26126,5.27E-07,3.70E-08,,,,,,,
25711,5.27E-07,3.06E-08,,,,,,,
23449,5.28E-07,5.21E-09,,,,,,,
19262,5.28E-07,6.25E-08,,,,,,,
25516,5.28E-07,5.44E-08,,,,,,,
22868,5.28E-07,3.81E-08,,,,,,,
21587,5.28E-07,1.36E-08,,,,,,,
16954,5.28E-07,7.44E-08,,,,,,,
10387,5.28E-07,4.93E-08,,,,,,,
100306,5.28E-07,2.29E-08,,,,,,,
17988,5.28E-07,1.08E-07,,,,,,,
26570,5.28E-07,5.09E-08,,,,,,,
14317,5.28E-07,1.17E-08,,,,,,,
17875,5.28E-07,3.30E-09,,,,,,,
15113,5.29E-07,5.06E-08,,,,,,,
26959,5.29E-07,1.72E-08,,,,,,,
18571,5.29E-07,5.06E-08,,,,,,,
23286,5.29E-07,4.59E-08,,,,,,,
13205,5.29E-07,3.39E-08,,,,,,,
15007,5.29E-07,,,,,,,,
26182,5.29E-07,4.12E-08,,,,,,,
26906,5.29E-07,2.05E-08,,,,,,,
16719,5.29E-07,3.37E-08,,,,,,,
19552,5.29E-07,5.17E-10,,,,,,,
20137,5.30E-07,5.06E-08,,,,,,,
20448,5.30E-07,6.28E-09,,,,,,,
10846,5.30E-07,4.17E-09,,,,,,,
18477,5.30E-07,2.31E-08,,,,,,,
23285,5.30E-07,,,,,,,,
16300,5.30E-07,4.24E-08,,,,,,,
13102,5.30E-07,2.16E-08,,,,,,,
14612,5.30E-07,2.15E-08,,,,,,,
17605,5.30E-07,6.84E-08,,,,,,,
14374,5.30E-07,4.41E-08,,,,,,,
16836,5.30E-07,3.67E-08,,,,,,,
22850,5.30E-07,3.62E-08,,,,,,,
11708,5.31E-07,1.60E-08,,,,,,,
23091,5.31E-07,5.45E-08,,,,,,,
16466,5.31E-07,2.08E-08,,,,,,,
23451,5.31E-07,1.57E-08,,,,,,,
12762,5.31E-07,4.47E-09,,,,,,,
19140,5.31E-07,1.64E-08,,,,,,,
20682,5.31E-07,5.39E-08,,,,,,,
10752,5.31E-07,5.84E-09,,,,,,,
17927,5.31E-07,6.00E-08,,,,,,,
19718,5.31E-07,1.97E-08,,,,,,,
11668,5.31E-07,1.67E-08,,,,,,,
13945,5.31E-07,2.36E-08,,,,,,,
10850,5.31E-07,5.36E-08,,,,,,,
11704,5.31E-07,1.08E-08,,,,,,,
22515,5.31E-07,4.02E-08,,,,,,,
12236,5.31E-07,3.05E-09,,,,,,,
26470,5.31E-07,3.43E-08,,,,,,,
10940,5.32E-07,3.69E-08,,,,,,,
12568,5.32E-07,7.86E-09,,,,,,,
23230,5.32E-07,1.09E-08,,,,,,,
16860,5.32E-07,4.03E-08,,,,,,,
16847,5.32E-07,4.05E-08,,,,,,,
15157,5.32E-07,2.27E-08,,,,,,,
18334,5.32E-07,2.85E-08,,,,,,,
11649,5.32E-07,1.63E-08,,,,,,,
23507,5.32E-07,1.43E-08,,,,,,,
15486,5.32E-07,4.98E-08,,,,,,,
24307,5.32E-07,3.39E-08,,,,,,,
25195,5.32E-07,2.17E-08,,,,,,,
17056,5.32E-07,9.39E-09,,,,,,,
26726,5.33E-07,4.50E-08,,,,,,,
11322,5.33E-07,3.53E-08,,,,,,,
16051,5.33E-07,1.46E-08,,,,,,,
21611,5.33E-07,5.02E-08,,,,,,,
18253,5.33E-07,2.86E-08,,,,,,,
10861,5.33E-07,4.72E-09,,,,,,,
12957,5.33E-07,,,,,,,,
18396,5.33E-07,5.33E-08,,,,,,,
12684,5.33E-07,2.37E-08,,,,,,,
17996,5.33E-07,1.24E-08,,,,,,,
24150,5.33E-07,3.60E-09,,,,,,,
15853,5.33E-07,,,,,,,,
12132,5.33E-07,3.19E-08,,,,,,,
20445,5.33E-07,7.78E-08,,,,,,,
16893,5.33E-07,4.15E-08,,,,,,,
13520,5.33E-07,3.53E-08,,,,,,,
19484,5.34E-07,6.46E-09,,,,,,,
13996,5.34E-07,8.11E-09,,,,,,,
23586,5.34E-07,4.50E-08,,,,,,,
11781,5.34E-07,5.80E-09,,,,,,,
15398,5.34E-07,5.93E-08,,,,,,,
27301,5.34E-07,6.18E-08,,,,,,,
12636,5.34E-07,1.73E-08,,,,,,,
19518,5.34E-07,2.33E-08,,,,,,,
16203,5.34E-07,2.48E-08,,,,,,,
20092,5.34E-07,1.79E-08,,,,,,,
16547,5.34E-07,3.39E-08,,,,,,,
15318,5.35E-07,1.68E-08,,,,,,,
17290,5.35E-07,5.54E-08,,,,,,,
14465,5.35E-07,2.18E-08,,,,,,,
22521,5.35E-07,8.50E-09,,,,,,,
12502,5.35E-07,1.56E-08,,,,,,,
17278,5.35E-07,5.20E-08,,,,,,,
30545,5.35E-07,7.15E-08,,,,,,,
22545,5.35E-07,7.32E-09,,,,,,,
19102,5.35E-07,1.28E-08,,,,,,,
19067,5.35E-07,1.97E-10,,,,,,,
22066,5.35E-07,7.35E-08,,,,,,,
27658,5.35E-07,3.54E-09,,,,,,,
26589,5.35E-07,2.75E-08,,,,,,,
19389,5.35E-07,7.07E-08,,,,,,,
16116,5.35E-07,7.58E-08,,,,,,,
19724,5.35E-07,2.94E-08,,,,,,,
28411,5.35E-07,2.72E-08,,,,,,,
35511,5.35E-07,1.36E-08,,,,,,,
21056,5.35E-07,1.45E-08,,,,,,,
27623,5.36E-07,2.60E-08,,,,,,,
33857,5.36E-07,1.35E-08,,,,,,,
16415,5.36E-07,3.00E-08,,,,,,,
32999,5.36E-07,1.96E-08,,,,,,,
10220,5.36E-07,1.75E-08,,,,,,,
18618,5.36E-07,5.03E-10,,,,,,,
23222,5.36E-07,5.31E-08,,,,,,,
20010,5.36E-07,1.27E-07,,,,,,,
17967,5.36E-07,1.55E-08,,,,,,,
12853,5.36E-07,1.17E-08,,,,,,,
23826,5.36E-07,3.11E-08,,,,,,,
19396,5.37E-07,3.88E-08,,,,,,,
22656,5.37E-07,1.27E-08,,,,,,,
16146,5.37E-07,4.56E-09,,,,,,,
15175,5.37E-07,4.37E-09,,,,,,,
22913,5.37E-07,2.64E-08,,,,,,,
12907,5.37E-07,1.04E-08,,,,,,,
10742,5.37E-07,2.81E-08,,,,,,,
18737,5.37E-07,4.08E-08,,,,,,,
19814,5.37E-07,4.46E-08,,,,,,,
12736,5.37E-07,3.24E-09,,,,,,,
155096,5.37E-07,7.39E-09,,,,,,,
10243,5.37E-07,1.46E-08,,,,,,,
25575,5.37E-07,4.30E-08,,,,,,,
18493,5.37E-07,2.49E-08,,,,,,,
12998,5.37E-07,1.25E-08,,,,,,,
21514,5.38E-07,3.76E-08,,,,,,,
17735,5.38E-07,3.81E-08,,,,,,,
20421,5.38E-07,4.10E-09,,,,,,,
10870,5.38E-07,3.15E-08,,,,,,,
11010,5.38E-07,8.39E-09,,,,,,,
27029,5.38E-07,4.04E-08,,,,,,,
22170,5.38E-07,1.05E-07,,,,,,,
25092,5.38E-07,7.34E-08,,,,,,,
12633,5.38E-07,2.76E-08,,,,,,,
19474,5.39E-07,1.81E-08,,,,,,,
159205,5.39E-07,2.48E-08,,,,,,,
26280,5.39E-07,4.01E-08,,,,,,,
16391,5.39E-07,4.02E-08,,,,,,,
25003,5.39E-07,4.97E-08,,,,,,,
24280,5.39E-07,2.04E-08,,,,,,,
13131,5.39E-07,7.76E-09,,,,,,,
18036,5.39E-07,4.57E-08,,,,,,,
12591,5.39E-07,1.68E-08,,,,,,,
26563,5.40E-07,7.51E-08,,,,,,,
29087,5.40E-07,2.03E-08,,,,,,,
34347,5.40E-07,8.18E-08,,,,,,,
21306,5.40E-07,1.33E-07,,,,,,,
21543,5.40E-07,1.58E-08,,,,,,,
11648,5.40E-07,7.81E-09,,,,,,,
23458,5.40E-07,1.58E-08,,,,,,,
21394,5.40E-07,2.34E-08,,,,,,,
10483,5.40E-07,2.34E-08,,,,,,,
23792,5.40E-07,5.06E-08,,,,,,,
19213,5.40E-07,7.87E-08,,,,,,,
17266,5.40E-07,6.73E-08,,,,,,,
12277,5.40E-07,1.60E-08,,,,,,,
20936,5.40E-07,2.31E-08,,,,,,,
14299,5.41E-07,2.62E-08,,,,,,,
13331,5.41E-07,2.60E-08,,,,,,,
14158,5.41E-07,4.65E-08,,,,,,,
10988,5.41E-07,5.05E-09,,,,,,,
17083,5.41E-07,1.81E-08,,,,,,,
12122,5.41E-07,1.28E-08,,,,,,,
159685,5.41E-07,2.26E-09,,,,,,,
19563,5.41E-07,5.88E-08,,,,,,,
17140,5.41E-07,1.32E-08,,,,,,,
12785,5.41E-07,4.44E-09,,,,,,,
14215,5.42E-07,2.65E-08,,,,,,,
21412,5.42E-07,6.29E-08,,,,,,,
10256,5.42E-07,1.03E-08,,,,,,,
20974,5.42E-07,7.84E-08,,,,,,,
13081,5.42E-07,4.58E-09,,,,,,,
25425,5.42E-07,1.22E-07,,,,,,,
12789,5.42E-07,1.54E-08,,,,,,,
14502,5.42E-07,3.95E-08,,,,,,,
24600,5.42E-07,2.43E-08,,,,,,,
16439,5.42E-07,2.15E-08,,,,,,,
11559,5.42E-07,8.04E-09,,,,,,,
11379,5.43E-07,1.62E-08,,,,,,,
154932,5.43E-07,3.23E-08,,,,,,,
23137,5.43E-07,9.95E-08,,,,,,,
12557,5.43E-07,2.52E-08,,,,,,,
13684,5.43E-07,1.31E-09,,,,,,,
20084,5.43E-07,2.81E-08,,,,,,,
11695,5.43E-07,1.50E-08,,,,,,,
23405,5.43E-07,1.09E-08,,,,,,,
14383,5.43E-07,5.06E-09,,,,,,,
22205,5.43E-07,1.24E-08,,,,,,,
101050,5.43E-07,4.62E-09,,,,,,,
24515,5.44E-07,4.31E-08,,,,,,,
20650,5.44E-07,3.69E-08,,,,,,,
13505,5.44E-07,1.89E-08,,,,,,,
38033,5.44E-07,5.75E-08,,,,,,,
23662,5.44E-07,3.98E-08,,,,,,,
12641,5.44E-07,4.39E-08,,,,,,,
11625,5.44E-07,1.01E-07,,,,,,,
29822,5.44E-07,2.21E-08,,,,,,,
21094,5.44E-07,3.37E-08,,,,,,,
27193,5.44E-07,3.48E-08,,,,,,,
24422,5.44E-07,,,,,,,,
11223,5.44E-07,7.64E-10,,,,,,,
17458,5.44E-07,5.42E-08,electrical,,,,,,
18363,5.44E-07,4.02E-08,,,,,,,
23647,5.44E-07,4.00E-08,,,,,,,
18315,5.44E-07,1.25E-08,,,,,,,
100691,5.44E-07,1.84E-09,,,,,,,
26775,5.44E-07,6.89E-08,,,,,,,
13142,5.44E-07,3.21E-08,,,,,,,
16941,5.45E-07,2.61E-09,,,,,,,
10306,5.45E-07,6.51E-09,,,,,,,
27950,5.45E-07,3.22E-08,,,,,,,
20457,5.45E-07,1.46E-09,,,,,,,
28239,5.45E-07,3.03E-08,,,,,,,
11917,5.45E-07,1.56E-08,,,,,,,
17917,5.45E-07,1.17E-08,,,,,,,
18931,5.45E-07,1.64E-09,,,,,,,
24388,5.45E-07,4.86E-08,,,,,,,
30734,5.45E-07,1.82E-08,,,,,,,
11539,5.45E-07,8.67E-09,,,,,,,
18660,5.45E-07,1.76E-08,,,,,,,
10239,5.45E-07,1.73E-07,,,,,,,
25246,5.45E-07,4.34E-08,,,,,,,
14791,5.45E-07,2.46E-08,,,,,,,
26655,5.45E-07,4.04E-08,,,,,,,
16283,5.45E-07,5.52E-08,,,,,,,
22482,5.45E-07,7.56E-09,,,,,,,
26363,5.45E-07,3.68E-08,,,,,,,
15955,5.46E-07,7.84E-09,,,,,,,
13462,5.46E-07,9.62E-08,,,,,,,
22727,5.46E-07,3.08E-08,,,,,,,
12092,5.46E-07,3.29E-08,,,,,,,
31378,5.46E-07,,,,,,,,
28168,5.46E-07,1.68E-08,,,,,,,
19866,5.46E-07,1.57E-08,,,,,,,
19756,5.46E-07,3.07E-08,,,,,,,
13800,5.46E-07,1.55E-08,,,,,,,
28889,5.46E-07,7.43E-09,,,,,,,
26761,5.46E-07,7.26E-08,,,,,,,
21844,5.46E-07,4.23E-10,,,,,,,
26365,5.46E-07,4.75E-08,,,,,,,
27225,5.46E-07,7.47E-08,,,,,,,
33678,5.46E-07,1.21E-08,,,,,,,
10920,5.46E-07,1.38E-08,,,,,,,
12672,5.47E-07,8.06E-08,,,,,,,
26131,5.47E-07,2.94E-08,,,,,,,
21723,5.47E-07,,,,,,,,
23874,5.47E-07,1.03E-07,,,,,,,
27928,5.47E-07,1.66E-08,,,,,,,
25151,5.47E-07,2.63E-09,,,,,,,
16270,5.47E-07,1.13E-09,,,,,,,
21381,5.47E-07,3.02E-08,,,,,,,
14252,5.47E-07,4.28E-08,,,,,,,
33785,5.47E-07,2.65E-08,,,,,,,
10910,5.47E-07,1.86E-08,,,,,,,
10090,5.47E-07,3.87E-08,,,,,,,
19150,5.47E-07,2.70E-08,,,,,,,
14674,5.48E-07,2.07E-08,,,,,,,
28567,5.48E-07,7.81E-08,,,,,,,
11330,5.48E-07,2.57E-08,,,,,,,
17752,5.48E-07,5.22E-08,,,,,,,
31098,5.48E-07,,,,,,,,
14609,5.48E-07,2.10E-08,,,,,,,
155074,5.48E-07,7.50E-08,,,,,,,
21416,5.48E-07,6.96E-08,,,,,,,
13630,5.48E-07,1.98E-08,,,,,,,
12476,5.48E-07,4.16E-08,,,,,,,
15163,5.48E-07,1.06E-08,,,,,,,
11353,5.48E-07,5.84E-09,,,,,,,
13978,5.48E-07,1.84E-08,,,,,,,
18298,5.48E-07,6.48E-08,,,,,,,
28685,5.48E-07,1.22E-07,,,,,,,
100294,5.48E-07,4.92E-08,,,,,,,
26749,5.48E-07,4.29E-08,,,,,,,
12590,5.49E-07,1.77E-08,,,,,,,
19576,5.49E-07,7.98E-09,,,,,,,
16425,5.49E-07,3.96E-08,,,,,,,
10222,5.49E-07,2.09E-08,putative neurosecretory,,,,,,
23579,5.49E-07,6.60E-09,,,,,,,
18832,5.49E-07,1.00E-07,,,,,,,
24914,5.49E-07,1.42E-08,,,,,,,
25907,5.49E-07,2.42E-08,,,,,,,
20985,5.49E-07,2.61E-08,,,,,,,
29107,5.49E-07,3.38E-08,,,,,,,
12360,5.49E-07,1.64E-08,,,,,,,
31249,5.50E-07,4.67E-08,,,,,,,
10983,5.50E-07,4.75E-08,,,,,,,
18435,5.50E-07,1.31E-08,,,,,,,
21581,5.50E-07,9.44E-09,,,,,,,
15539,5.50E-07,5.49E-08,,,,,,,
20370,5.51E-07,3.60E-08,,,,,,,
20937,5.51E-07,1.52E-07,,,,,,,
28857,5.51E-07,5.49E-08,,,,,,,
21291,5.51E-07,4.59E-09,,,,,,,
26960,5.51E-07,1.02E-07,,,,,,,
19626,5.51E-07,1.86E-08,,,,,,,
16364,5.51E-07,3.46E-08,,,,,,,
18669,5.51E-07,2.87E-08,,,,,,,
22243,5.51E-07,1.44E-08,,,,,,,
16066,5.51E-07,1.77E-08,,,,,,,
19441,5.51E-07,5.15E-08,,,,,,,
40611,5.51E-07,1.31E-07,,,,,,,
14236,5.51E-07,4.06E-08,,,,,,,
30759,5.52E-07,3.72E-08,,,,,,,
18237,5.52E-07,2.34E-08,,,,,,,
13110,5.52E-07,2.67E-08,,,,,,,
18879,5.52E-07,4.72E-08,,,,,,,
11599,5.52E-07,2.53E-09,,,,,,,
32688,5.52E-07,2.36E-08,,,,,,,
17185,5.52E-07,1.00E-08,,,,,,,
23815,5.52E-07,4.20E-08,,,,,,,
15544,5.52E-07,1.39E-08,,,,,,,
10444,5.52E-07,1.01E-09,,,,,,,
30021,5.52E-07,1.53E-09,,,,,,,
