group,pre_over_size,std_dev,transmission,manually_inspected,has_dcvs,has_tracing_issues,dont_consider_electrical,notes,in_utct
22003,4.63E-07,2.18E-08,,,,,,,
20066,4.63E-07,2.71E-08,,,,,,,
18762,4.63E-07,8.18E-08,,,,,,,
21805,4.63E-07,3.49E-08,,,,,,,
15541,4.63E-07,3.25E-08,,,,,,,
15668,4.63E-07,2.78E-08,,,,,,,
13154,4.63E-07,6.72E-08,,,,,,,
27980,4.63E-07,9.62E-08,,,,,,,
11412,4.63E-07,4.82E-09,,,,,,,
19454,4.63E-07,2.27E-08,,,,,,,
10184,4.64E-07,1.31E-07,,,,,,,
21364,4.64E-07,2.68E-08,,,,,,,
14421,4.64E-07,1.80E-08,,,,,,,
20272,4.64E-07,5.28E-10,,,,,,,
27380,4.64E-07,7.38E-10,,,,,,,
11941,4.64E-07,4.95E-08,,,,,,,
22671,4.64E-07,7.50E-08,,,,,,,
17670,4.64E-07,6.54E-08,,,,,,,
13591,4.64E-07,6.76E-08,,,,,,,
22246,4.65E-07,2.41E-08,,,,,,,
27179,4.65E-07,1.74E-08,,,,,,,
12345,4.65E-07,,,,,,,,
10267,4.65E-07,1.51E-08,,,,,,,
14430,4.65E-07,2.09E-08,,,,,,,
15542,4.65E-07,1.45E-08,,,,,,,
22326,4.65E-07,1.72E-08,,,,,,,
16302,4.65E-07,1.35E-08,,,,,,,
11769,4.65E-07,3.59E-09,,,,,,,
24544,4.65E-07,1.20E-08,,,,,,,
16271,4.66E-07,4.44E-08,,,,,,,
27668,4.66E-07,6.20E-08,,,,,,,
13220,4.66E-07,1.78E-08,,,,,,,
19863,4.66E-07,5.16E-08,,,,,,,
22256,4.66E-07,1.36E-08,,,,,,,
14534,4.66E-07,3.17E-08,,,,,,,
17959,4.66E-07,2.28E-08,,,,,,,
22408,4.66E-07,2.25E-08,,,,,,,
28493,4.66E-07,1.07E-08,,,,,,,
13437,4.66E-07,1.31E-08,,,,,,,
18984,4.66E-07,8.82E-08,,,,,,,
15252,4.66E-07,2.76E-08,,,,,,,
18328,4.66E-07,4.78E-08,,,,,,,
23178,4.66E-07,1.79E-09,,,,,,,
11425,4.66E-07,1.48E-10,,,,,,,
26583,4.67E-07,6.66E-09,,,,,,,
17200,4.67E-07,2.81E-08,,,,,,,
28354,4.67E-07,2.66E-08,,,,,,,
22851,4.67E-07,1.35E-08,,,,,,,
18552,4.67E-07,9.62E-08,,,,,,,
11636,4.67E-07,4.67E-08,,,,,,,
15217,4.67E-07,2.97E-08,,,,,,,
26458,4.67E-07,4.67E-09,,,,,,,
10484,4.67E-07,1.62E-08,,,,,,,
19593,4.67E-07,1.22E-08,,,,,,,
21206,4.67E-07,3.08E-08,,,,,,,
26212,4.67E-07,4.56E-08,,,,,,,
17492,4.67E-07,4.14E-08,,,,,,,
20491,4.67E-07,2.59E-08,,,,,,,
25821,4.68E-07,2.13E-08,,,,,,,
19881,4.68E-07,2.99E-08,,,,,,,
14250,4.68E-07,9.66E-08,,,,,,,
20354,4.68E-07,2.77E-08,,,,,,,
20930,4.68E-07,3.51E-09,,,,,,,
16134,4.68E-07,2.06E-08,,,,,,,
26116,4.68E-07,2.69E-08,,,,,,,
17115,4.68E-07,1.99E-08,,,,,,,
155337,4.68E-07,4.55E-08,,,,,,,
22332,4.69E-07,3.93E-08,,,,,,,
11792,4.69E-07,1.44E-08,,,,,,,
21573,4.69E-07,5.98E-09,,,,,,,
14657,4.69E-07,3.68E-08,,,,,,,
54898,4.69E-07,3.12E-08,,,,,,,
19651,4.69E-07,7.77E-08,,,,,,,
21744,4.69E-07,3.73E-08,,,,,,,
22618,4.69E-07,1.12E-08,,,,,,,
23226,4.69E-07,2.85E-08,,,,,,,
13060,4.69E-07,3.56E-08,,,,,,,
17280,4.69E-07,3.76E-08,,,,,,,
24786,4.70E-07,4.50E-08,,,,,,,
15520,4.70E-07,8.92E-08,,,,,,,
15640,4.70E-07,1.83E-08,,,,,,,
10168,4.70E-07,1.47E-08,,,,,,,
22876,4.70E-07,2.78E-10,,,,,,,
18561,4.70E-07,3.11E-08,,,,,,,
13852,4.70E-07,1.75E-08,,,,,,,
19186,4.70E-07,1.52E-07,,,,,,,
14059,4.70E-07,3.84E-08,,,,,,,
26475,4.70E-07,5.26E-08,,,,,,,
14135,4.70E-07,2.82E-08,,,,,,,
27397,4.70E-07,3.59E-08,,,,,,,
11550,4.70E-07,4.71E-08,,,,,,,
15655,4.70E-07,2.13E-08,,,,,,,
15418,4.71E-07,6.51E-08,,,,,,,
100546,4.71E-07,1.29E-08,,,,,,,
10066,4.71E-07,3.05E-08,,,,,,,
15061,4.71E-07,4.89E-08,,,,,,,
18218,4.71E-07,5.61E-09,,,,,,,
12367,4.71E-07,9.84E-09,,,,,,,
10691,4.71E-07,2.12E-08,,,,,,,
10923,4.71E-07,1.29E-08,,,,,,,
15598,4.71E-07,2.54E-08,,,,,,,
15311,4.71E-07,2.82E-08,,,,,,,
15877,4.71E-07,8.00E-09,,,,,,,
21222,4.71E-07,1.25E-08,,,,,,,
30644,4.71E-07,5.51E-08,,,,,,,
10661,4.71E-07,1.84E-08,,,,,,,
22689,4.71E-07,4.62E-09,,,,,,,
27908,4.72E-07,1.32E-07,,,,,,,
102021,4.72E-07,6.20E-08,,,,,,,
14833,4.72E-07,1.24E-08,,,,,,,
21838,4.72E-07,1.96E-08,,,,,,,
21551,4.72E-07,1.80E-08,,,,,,,
23643,4.72E-07,3.27E-08,,,,,,,
20138,4.72E-07,5.68E-09,,,,,,,
20800,4.72E-07,2.21E-08,,,,,,,
21492,4.72E-07,1.61E-07,,,,,,,
20118,4.72E-07,2.05E-08,,,,,,,
25675,4.73E-07,3.58E-08,,,,,,,
22195,4.73E-07,4.12E-08,,,,,,,
21407,4.73E-07,9.39E-09,,,,,,,
10324,4.73E-07,1.86E-08,,,,,,,
20056,4.73E-07,9.01E-09,,,,,,,
11492,4.73E-07,1.22E-10,,,,,,,
14243,4.73E-07,9.60E-09,,,,,,,
11467,4.73E-07,7.73E-09,,,,,,,
17048,4.73E-07,4.14E-09,,,,,,,
14481,4.73E-07,5.30E-08,,,,,,,
10860,4.73E-07,,putative neurosecretory,,,,,,
23474,4.73E-07,1.04E-08,,,,,,,
13625,4.73E-07,7.51E-09,,,,,,,
23495,4.73E-07,4.88E-08,,,,,,,
10348,4.73E-07,7.16E-09,,,,,,,
10601,4.73E-07,2.53E-08,,,,,,,
12241,4.73E-07,4.18E-09,,,,,,,
25759,4.73E-07,3.68E-08,,,,,,,
10930,4.74E-07,2.69E-09,,,,,,,
14388,4.74E-07,2.20E-09,,,,,,,
12648,4.74E-07,1.27E-08,,,,,,,
10593,4.74E-07,1.49E-08,,,,,,,
22474,4.74E-07,1.98E-08,,,,,,,
15234,4.74E-07,7.60E-09,,,,,,,
14060,4.74E-07,2.29E-08,,,,,,,
11717,4.74E-07,9.07E-09,,,,,,,
23541,4.74E-07,1.86E-08,,,,,,,
12412,4.74E-07,8.28E-09,,,,,,,
21195,4.75E-07,1.39E-09,,,,,,,
18800,4.75E-07,9.42E-08,,,,,,,
15250,4.75E-07,8.48E-09,,,,,,,
24505,4.75E-07,1.21E-08,,,,,,,
19242,4.75E-07,3.11E-09,,,,,,,
20603,4.75E-07,1.41E-08,,,,,,,
19512,4.75E-07,2.57E-08,,,,,,,
14758,4.75E-07,1.48E-08,,,,,,,
19798,4.75E-07,7.36E-09,,,,,,,
15338,4.75E-07,1.68E-08,,,,,,,
22063,4.75E-07,4.85E-08,,,,,,,
30416,4.75E-07,3.82E-08,,,,,,,
20571,4.76E-07,3.07E-08,,,,,,,
18994,4.76E-07,7.20E-08,,,,,,,
16064,4.76E-07,1.37E-08,,,,,,,
10588,4.76E-07,1.97E-11,,,,,,,
17454,4.76E-07,2.38E-08,,,,,,,
25488,4.76E-07,1.87E-08,,,,,,,
11031,4.76E-07,2.26E-09,,,,,,,
10911,4.76E-07,3.69E-09,,,,,,,
25008,4.76E-07,4.43E-08,,,,,,,
157582,4.76E-07,8.58E-09,putative neurosecretory,,,,,,
11382,4.76E-07,1.12E-09,,,,,,,
14720,4.76E-07,5.13E-09,,,,,,,
18330,4.76E-07,2.14E-08,,,,,,,
15001,4.77E-07,1.04E-08,,,,,,,
11940,4.77E-07,7.73E-09,,,,,,,
16003,4.77E-07,6.43E-09,,,,,,,
10215,4.77E-07,1.29E-08,,,,,,,
13119,4.77E-07,2.55E-08,,,,,,,
154119,4.77E-07,2.13E-09,,,,,,,
19780,4.77E-07,1.53E-08,,,,,,,
29480,4.77E-07,7.13E-08,,,,,,,
25125,4.77E-07,5.08E-08,,,,,,,
11843,4.77E-07,3.86E-08,,,,,,,
19768,4.78E-07,2.73E-08,,,,,,,
33524,4.78E-07,9.80E-08,,,,,,,
11077,4.78E-07,2.61E-08,,,,,,,
24713,4.78E-07,1.64E-08,,,,,,,
34251,4.78E-07,,,,,,,,
18104,4.78E-07,9.11E-09,,,,,,,
21359,4.78E-07,3.26E-08,,,,,,,
18240,4.78E-07,2.49E-08,,,,,,,
13989,4.78E-07,2.65E-08,,,,,,,
12213,4.78E-07,3.24E-08,,,,,,,
18407,4.79E-07,3.34E-08,,,,,,,
26054,4.79E-07,3.87E-08,,,,,,,
16573,4.79E-07,1.37E-07,,,,,,,
10876,4.79E-07,4.03E-08,,,,,,,
13857,4.79E-07,6.40E-09,,,,,,,
13621,4.79E-07,3.02E-08,,,,,,,
23053,4.79E-07,5.07E-08,,,,,,,
10457,4.79E-07,1.11E-07,,,,,,,
24328,4.79E-07,1.74E-08,,,,,,,
16986,4.79E-07,1.30E-08,,,,,,,
21848,4.79E-07,6.42E-08,,,,,,,
14448,4.79E-07,1.14E-08,,,,,,,
14397,4.79E-07,1.75E-08,,,,,,,
18029,4.79E-07,2.19E-08,,,,,,,
22392,4.80E-07,6.53E-09,,,,,,,
10318,4.80E-07,5.18E-10,,,,,,,
16931,4.80E-07,2.23E-08,,,,,,,
10116,4.80E-07,1.98E-08,,,,,,,
17411,4.80E-07,1.70E-08,,,,,,,
13482,4.80E-07,2.17E-08,,,,,,,
12766,4.80E-07,5.58E-08,,,,,,,
11643,4.80E-07,4.88E-10,,,,,,,
10271,4.80E-07,2.55E-08,,,,,,,
19348,4.80E-07,3.12E-08,,,,,,,
16368,4.80E-07,2.31E-08,,,,,,,
12849,4.80E-07,2.86E-08,,,,,,,
24027,4.80E-07,2.75E-08,,,,,,,
15768,4.81E-07,5.95E-09,,,,,,,
16889,4.81E-07,2.73E-08,,,,,,,
27330,4.81E-07,6.89E-09,,,,,,,
25401,4.81E-07,2.67E-08,,,,,,,
22048,4.81E-07,3.37E-08,,,,,,,
12535,4.81E-07,1.14E-08,,,,,,,
27292,4.81E-07,4.74E-08,,,,,,,
23437,4.81E-07,2.47E-08,,,,,,,
21526,4.81E-07,2.21E-08,,,,,,,
16088,4.81E-07,3.03E-09,,,,,,,
17354,4.81E-07,7.16E-08,,,,,,,
17420,4.81E-07,1.31E-08,,,,,,,
19050,4.81E-07,8.83E-09,,,,,,,
19664,4.82E-07,4.70E-08,,,,,,,
10146,4.82E-07,9.04E-09,,,,,,,
28880,4.82E-07,1.94E-08,,,,,,,
28713,4.82E-07,1.88E-08,,,,,,,
10612,4.82E-07,1.54E-09,,,,,,,
17389,4.82E-07,1.16E-07,,,,,,,
14204,4.82E-07,1.01E-07,,,,,,,
10229,4.82E-07,7.56E-09,,,,,,,
17518,4.82E-07,4.68E-08,,,,,,,
17665,4.82E-07,1.42E-08,,,,,,,
15649,4.82E-07,1.76E-08,,,,,,,
32941,4.82E-07,5.13E-08,,,,,,,
14734,4.83E-07,1.33E-07,,,,,,,
16301,4.83E-07,3.34E-08,,,,,,,
15096,4.83E-07,2.42E-08,,,,,,,
23065,4.83E-07,,,,,,,,
24410,4.83E-07,1.62E-08,,,,,,,
14278,4.83E-07,4.51E-08,,,,,,,
19047,4.83E-07,7.90E-08,,,,,,,
21747,4.83E-07,3.08E-08,,,,,,,
16654,4.84E-07,1.02E-07,,,,,,,
14297,4.84E-07,2.95E-08,,,,,,,
18638,4.84E-07,1.73E-08,,,,,,,
14741,4.84E-07,2.96E-08,,,,,,,
21207,4.84E-07,4.22E-10,,,,,,,
20902,4.84E-07,5.26E-08,,,,,,,
20284,4.85E-07,4.04E-08,,,,,,,
13990,4.85E-07,7.86E-08,,,,,,,
11134,4.85E-07,9.21E-08,,,,,,,
26877,4.85E-07,1.29E-08,,,,,,,
19479,4.85E-07,2.67E-08,,,,,,,
25735,4.85E-07,1.43E-08,,,,,,,
21318,4.85E-07,3.03E-08,,,,,,,
19816,4.85E-07,4.08E-08,,,,,,,
13042,4.85E-07,3.75E-08,,,,,,,
18463,4.86E-07,3.67E-08,,,,,,,
16467,4.86E-07,6.77E-08,,,,,,,
24507,4.86E-07,1.65E-08,,,,,,,
24790,4.86E-07,3.16E-08,,,,,,,
15220,4.86E-07,6.55E-08,,,,,,,
16777,4.86E-07,1.51E-08,,,,,,,
29674,4.86E-07,4.18E-08,,,,,,,
32336,4.86E-07,9.02E-08,,,,,,,
13459,4.86E-07,2.10E-08,,,,,,,
26602,4.86E-07,3.91E-08,,,,,,,
22517,4.86E-07,2.13E-08,,,,,,,
103148,4.86E-07,3.21E-08,,,,,,,
12006,4.86E-07,4.71E-09,,,,,,,
20214,4.86E-07,3.34E-08,,,,,,,
30587,4.86E-07,5.28E-08,,,,,,,
24888,4.86E-07,1.15E-08,,,,,,,
10467,4.86E-07,6.81E-09,,,,,,,
19833,4.87E-07,2.22E-09,,,,,,,
10302,4.87E-07,3.26E-08,,,,,,,
26903,4.87E-07,2.48E-08,,,,,,,
15677,4.87E-07,3.76E-08,,,,,,,
10187,4.87E-07,1.82E-08,,,,,,,
13166,4.87E-07,1.44E-08,,,,,,,
12026,4.87E-07,2.02E-08,,,,,,,
17933,4.88E-07,3.24E-08,,,,,,,
24277,4.88E-07,2.64E-08,,,,,,,
14450,4.88E-07,6.45E-09,,,,,,,
18143,4.88E-07,6.80E-09,,,,,,,
33885,4.88E-07,4.61E-08,,,,,,,
38068,4.88E-07,1.77E-07,,,,,,,
23092,4.88E-07,3.08E-08,,,,,,,
21983,4.88E-07,1.51E-08,putative neurosecretory,,,,,,
13633,4.89E-07,1.47E-08,,,,,,,
10501,4.89E-07,1.63E-10,,,,,,,
12038,4.89E-07,1.55E-08,,,,,,,
23992,4.89E-07,2.34E-08,,,,,,,
26216,4.89E-07,2.86E-08,,,,,,,
20877,4.89E-07,5.40E-08,,,,,,,
26645,4.89E-07,9.11E-09,,,,,,,
26292,4.89E-07,6.60E-09,,,,,,,
13778,4.89E-07,1.89E-08,,,,,,,
23733,4.89E-07,2.58E-08,,,,,,,
17173,4.89E-07,2.38E-08,,,,,,,
10039,4.89E-07,1.66E-08,,,,,,,
15942,4.89E-07,4.32E-08,,,,,,,
22479,4.89E-07,2.06E-08,,,,,,,
15807,4.89E-07,1.37E-08,,,,,,,
24843,4.90E-07,3.45E-08,,,,,,,
25348,4.90E-07,6.56E-08,,,,,,,
22944,4.90E-07,2.01E-08,,,,,,,
13874,4.90E-07,3.20E-09,,,,,,,
13736,4.90E-07,2.07E-08,,,,,,,
11384,4.90E-07,9.30E-09,,,,,,,
13676,4.90E-07,2.23E-08,,,,,,,
11090,4.90E-07,4.28E-09,,,,,,,
19901,4.90E-07,6.56E-08,,,,,,,
16780,4.90E-07,4.52E-08,,,,,,,
21298,4.91E-07,1.29E-07,,,,,,,
16224,4.91E-07,7.30E-09,,,,,,,
17384,4.91E-07,3.86E-08,,,,,,,
16390,4.91E-07,8.07E-09,,,,,,,
17881,4.91E-07,5.18E-09,,,,,,,
24065,4.91E-07,1.55E-08,,,,,,,
18386,4.91E-07,3.54E-08,,,,,,,
11858,4.91E-07,2.03E-08,,,,,,,
11371,4.91E-07,1.96E-08,,,,,,,
21904,4.91E-07,5.12E-08,,,,,,,
15024,4.91E-07,5.41E-08,,,,,,,
22530,4.91E-07,2.18E-08,,,,,,,
19591,4.91E-07,3.35E-08,,,,,,,
16244,4.91E-07,9.25E-08,,,,,,,
17273,4.91E-07,6.83E-08,,,,,,,
24957,4.91E-07,7.21E-08,,,,,,,
16899,4.91E-07,1.95E-08,,,,,,,
13285,4.91E-07,1.25E-07,,,,,,,
11252,4.92E-07,2.11E-08,,,,,,,
18668,4.92E-07,3.80E-08,,,,,,,
15008,4.92E-07,3.05E-08,,,,,,,
17848,4.92E-07,2.76E-08,,,,,,,
25431,4.92E-07,4.04E-08,,,,,,,
19928,4.92E-07,5.91E-08,,,,,,,
24661,4.92E-07,,,,,,,,
11978,4.92E-07,1.77E-09,,,,,,,
29164,4.92E-07,5.05E-09,,,,,,,
21012,4.92E-07,1.98E-08,,,,,,,
17126,4.92E-07,5.12E-08,,,,,,,
22458,4.93E-07,1.74E-08,,,,,,,
28497,4.93E-07,2.77E-08,,,,,,,
11606,4.93E-07,1.58E-08,,,,,,,
10492,4.93E-07,1.27E-08,,,,,,,
18545,4.93E-07,4.12E-08,,,,,,,
10789,4.93E-07,9.00E-09,,,,,,,
26799,4.93E-07,2.95E-08,,,,,,,
13499,4.93E-07,1.25E-08,,,,,,,
11749,4.93E-07,2.06E-09,,,,,,,
27826,4.93E-07,2.33E-08,,,,,,,
22792,4.93E-07,2.09E-08,,,,,,,
14580,4.93E-07,1.69E-08,,,,,,,
17808,4.93E-07,6.36E-08,,,,,,,
22882,4.93E-07,3.48E-08,,,,,,,
158023,4.93E-07,,,,,,,,
27686,4.93E-07,1.15E-08,,,,,,,
10877,4.93E-07,1.36E-08,,,,,,,
27328,4.93E-07,6.60E-08,,,,,,,
29235,4.93E-07,2.31E-09,,,,,,,
22006,4.94E-07,2.90E-08,,,,,,,
19404,4.94E-07,3.05E-08,,,,,,,
23159,4.94E-07,3.88E-08,,,,,,,
29411,4.94E-07,4.83E-08,,,,,,,
10268,4.94E-07,1.19E-08,,,,,,,
23664,4.94E-07,6.15E-08,,,,,,,
10620,4.94E-07,1.63E-08,,,,,,,
24308,4.95E-07,6.91E-08,,,,,,,
27229,4.95E-07,7.73E-08,,,,,,,
15788,4.95E-07,3.07E-08,,,,,,,
14306,4.95E-07,6.92E-09,,,,,,,
10167,4.95E-07,7.06E-09,,,,,,,
10852,4.95E-07,1.50E-09,,,,,,,
152577,4.95E-07,9.41E-09,,,,,,,
20630,4.95E-07,2.48E-08,,,,,,,
31512,4.95E-07,3.01E-08,,,,,,,
25321,4.95E-07,5.71E-08,,,,,,,
14052,4.95E-07,,,,,,,,
23825,4.95E-07,1.01E-07,,,,,,,
101794,4.95E-07,3.23E-08,,,,,,,
19163,4.95E-07,3.06E-08,,,,,,,
13626,4.95E-07,9.03E-09,,,,,,,
19559,4.96E-07,1.90E-08,,,,,,,
13629,4.96E-07,1.50E-08,,,,,,,
22572,4.96E-07,4.96E-08,,,,,,,
17678,4.96E-07,1.73E-08,,,,,,,
14564,4.96E-07,,,,,,,,
12019,4.96E-07,2.68E-08,,,,,,,
14136,4.96E-07,,,,,,,,
11666,4.96E-07,6.76E-08,,,,,,,
29114,4.96E-07,3.51E-08,,,,,,,
17274,4.96E-07,6.65E-09,,,,,,,
12892,4.96E-07,,,,,,,,
24221,4.97E-07,5.93E-08,,,,,,,
14862,4.97E-07,1.39E-08,,,,,,,
12954,4.97E-07,1.29E-08,,,,,,,
20385,4.97E-07,2.84E-08,,,,,,,
19153,4.97E-07,3.18E-08,,,,,,,
18031,4.97E-07,2.27E-08,,,,,,,
22569,4.97E-07,3.88E-08,,,,,,,
19357,4.97E-07,2.13E-08,,,,,,,
26493,4.97E-07,4.40E-08,,,,,,,
24152,4.97E-07,6.27E-09,,,,,,,
16982,4.97E-07,9.87E-09,,,,,,,
20961,4.97E-07,6.03E-09,,,,,,,
16545,4.97E-07,2.44E-08,,,,,,,
21978,4.97E-07,2.42E-08,,,,,,,
12158,4.97E-07,1.03E-08,,,,,,,
24168,4.97E-07,8.97E-08,,,,,,,
18484,4.98E-07,3.70E-08,,,,,,,
26794,4.98E-07,4.98E-08,,,,,,,
25357,4.98E-07,4.48E-08,,,,,,,
11484,4.98E-07,6.48E-09,,,,,,,
11502,4.98E-07,3.44E-09,,,,,,,
26314,4.98E-07,3.24E-08,,,,,,,
16641,4.98E-07,3.96E-08,,,,,,,
16820,4.99E-07,5.55E-08,,,,,,,
20328,4.99E-07,3.85E-08,,,,,,,
23072,4.99E-07,3.13E-08,,,,,,,
24403,4.99E-07,1.11E-07,,,,,,,
25122,4.99E-07,2.45E-09,,,,,,,
10076,4.99E-07,2.53E-08,,,,,,,
15445,4.99E-07,3.91E-09,,,,,,,
15845,4.99E-07,3.65E-08,,,,,,,
15762,4.99E-07,4.82E-08,,,,,,,
16041,4.99E-07,3.88E-08,,,,,,,
13249,4.99E-07,1.77E-08,,,,,,,
21101,4.99E-07,2.22E-09,,,,,,,
21116,4.99E-07,2.13E-08,,,,,,,
27150,5.00E-07,7.76E-09,,,,,,,
24371,5.00E-07,3.56E-08,,,,,,,
23445,5.00E-07,3.35E-08,,,,,,,
16184,5.00E-07,3.12E-08,,,,,,,
13125,5.00E-07,1.42E-08,,,,,,,
29853,5.00E-07,7.19E-08,,,,,,,
15899,5.00E-07,1.69E-08,,,,,,,
10790,5.00E-07,1.10E-08,,,,,,,
22953,5.00E-07,8.00E-08,,,,,,,
31021,5.00E-07,1.46E-09,,,,,,,
12951,5.00E-07,,,,,,,,
157590,5.00E-07,1.51E-08,,,,,,,
14555,5.00E-07,4.70E-08,,,,,,,
11050,5.00E-07,1.89E-08,,,,,,,
17676,5.00E-07,2.08E-08,,,,,,,
15924,5.00E-07,1.18E-08,,,,,,,
11591,5.00E-07,7.20E-10,,,,,,,
24160,5.00E-07,1.04E-08,,,,,,,
22900,5.00E-07,2.45E-08,,,,,,,
22389,5.00E-07,3.65E-08,,,,,,,
10554,5.00E-07,1.56E-08,,,,,,,
24439,5.00E-07,5.83E-08,,,,,,,
22127,5.00E-07,9.03E-09,,,,,,,
17006,5.01E-07,2.61E-09,,,,,,,
17790,5.01E-07,3.96E-08,,,,,,,
15940,5.01E-07,3.99E-08,,,,,,,
31820,5.01E-07,2.40E-08,,,,,,,
10335,5.01E-07,2.21E-08,,,,,,,
13824,5.01E-07,2.29E-08,,,,,,,
18255,5.01E-07,3.01E-08,,,,,,,
35133,5.02E-07,6.16E-08,,,,,,,
11578,5.02E-07,7.63E-10,,,,,,,
16705,5.02E-07,2.32E-08,,,,,,,
23012,5.02E-07,1.58E-08,,,,,,,
14659,5.02E-07,1.15E-09,,,,,,,
25324,5.02E-07,3.50E-08,,,,,,,
27386,5.02E-07,5.61E-08,,,,,,,
15824,5.02E-07,3.99E-08,,,,,,,
32397,5.02E-07,3.49E-07,,,,,,,
14838,5.02E-07,2.10E-08,,,,,,,
10715,5.02E-07,1.93E-08,,,,,,,
31721,5.02E-07,2.06E-08,,,,,,,
17159,5.02E-07,3.63E-09,,,,,,,
20654,5.02E-07,2.68E-08,,,,,,,
17617,5.02E-07,2.21E-08,,,,,,,
19594,5.02E-07,6.64E-09,,,,,,,
13265,5.02E-07,5.20E-08,,,,,,,
14155,5.03E-07,2.02E-08,,,,,,,
15665,5.03E-07,6.31E-08,,,,,,,
14295,5.03E-07,3.64E-09,,,,,,,
20103,5.03E-07,1.44E-08,,,,,,,
23797,5.03E-07,7.47E-08,,,,,,,
14358,5.03E-07,2.84E-08,,,,,,,
11826,5.03E-07,3.70E-08,,,,,,,
19716,5.03E-07,2.65E-08,,,,,,,
12906,5.04E-07,1.10E-08,,,,,,,
21194,5.04E-07,1.44E-08,,,,,,,
14324,5.04E-07,1.65E-08,,,,,,,
38204,5.04E-07,1.64E-08,,,,,,,
16077,5.04E-07,4.05E-08,,,,,,,
19027,5.04E-07,3.87E-08,,,,,,,
21090,5.04E-07,4.51E-08,,,,,,,
22367,5.04E-07,2.09E-08,,,,,,,
19987,5.04E-07,3.61E-08,,,,,,,
12440,5.04E-07,1.67E-08,,,,,,,
24895,5.04E-07,3.85E-09,,,,,,,
26222,5.04E-07,2.81E-08,,,,,,,
17771,5.04E-07,1.38E-08,,,,,,,
15799,5.04E-07,3.10E-08,,,,,,,
20016,5.04E-07,7.86E-08,,,,,,,
15055,5.05E-07,3.20E-09,,,,,,,
16621,5.05E-07,,,,,,,,
12404,5.05E-07,6.12E-09,,,,,,,
15100,5.05E-07,8.00E-10,,,,,,,
11172,5.05E-07,8.25E-09,,,,,,,
14554,5.05E-07,2.73E-08,,,,,,,
18332,5.05E-07,2.03E-09,,,,,,,
11111,5.05E-07,2.86E-08,,,,,,,
16110,5.05E-07,1.71E-08,,,,,,,
26138,5.05E-07,4.53E-08,,,,,,,
11043,5.05E-07,7.85E-08,,,,,,,
33478,5.05E-07,5.34E-08,,,,,,,
10258,5.05E-07,3.65E-08,,,,,,,
23440,5.05E-07,1.35E-08,,,,,,,
16891,5.05E-07,2.76E-09,,,,,,,
11750,5.06E-07,1.84E-08,,,,,,,
22909,5.06E-07,7.43E-08,,,,,,,
14206,5.06E-07,2.12E-08,,,,,,,
20832,5.06E-07,3.21E-09,,,,,,,
15984,5.06E-07,4.71E-08,,,,,,,
22877,5.06E-07,5.26E-08,,,,,,,
20989,5.06E-07,5.07E-08,,,,,,,
25659,5.06E-07,1.20E-08,,,,,,,
28660,5.06E-07,1.40E-08,,,,,,,
10096,5.06E-07,1.22E-08,putative neurosecretory,,,,,,
11569,5.06E-07,2.30E-08,,,,,,,
19173,5.06E-07,1.69E-09,,,,,,,
21687,5.07E-07,4.02E-08,,,,,,,
21984,5.07E-07,4.02E-09,,,,,,,
14320,5.07E-07,1.08E-08,,,,,,,
19990,5.07E-07,1.70E-09,,,,,,,
23598,5.07E-07,2.18E-09,,,,,,,
19291,5.07E-07,3.99E-08,,,,,,,
11791,5.07E-07,4.33E-09,,,,,,,
14058,5.07E-07,2.21E-08,,,,,,,
100641,5.07E-07,9.31E-08,,,,,,,
25875,5.07E-07,9.35E-09,,,,,,,
13536,5.07E-07,6.63E-09,,,,,,,
22836,5.07E-07,5.96E-08,,,,,,,
22661,5.08E-07,8.13E-08,,,,,,,
22546,5.08E-07,7.94E-08,,,,,,,
12929,5.08E-07,4.16E-09,,,,,,,
22864,5.08E-07,4.51E-08,,,,,,,
14354,5.08E-07,2.57E-08,,,,,,,
16637,5.08E-07,2.67E-08,,,,,,,
14630,5.08E-07,7.44E-08,,,,,,,
24428,5.08E-07,4.22E-08,,,,,,,
22316,5.08E-07,2.62E-08,,,,,,,
10274,5.08E-07,2.41E-09,,,,,,,
22623,5.08E-07,2.14E-09,,,,,,,
21754,5.08E-07,5.04E-08,,,,,,,
31835,5.08E-07,3.36E-08,,,,,,,
15882,5.08E-07,1.65E-08,,,,,,,
21964,5.08E-07,9.88E-09,,,,,,,
13191,5.08E-07,6.89E-10,,,,,,,
20330,5.09E-07,4.41E-08,,,,,,,
22096,5.09E-07,9.09E-09,,,,,,,
11357,5.09E-07,2.60E-08,,,,,,,
12238,5.09E-07,6.40E-09,,,,,,,
20044,5.09E-07,6.62E-08,,,,,,,
28341,5.09E-07,2.88E-08,,,,,,,
23475,5.09E-07,4.46E-08,,,,,,,
12880,5.09E-07,5.84E-09,,,,,,,
24647,5.09E-07,1.29E-09,,,,,,,
23132,5.09E-07,1.22E-08,,,,,,,
21144,5.09E-07,2.70E-08,,,,,,,
30479,5.09E-07,9.13E-08,,,,,,,
20097,5.09E-07,5.83E-08,,,,,,,
12508,5.09E-07,3.41E-08,,,,,,,
20614,5.09E-07,1.34E-08,,,,,,,
24967,5.09E-07,2.91E-08,,,,,,,
11530,5.09E-07,1.22E-07,,,,,,,
17886,5.09E-07,4.23E-08,,,,,,,
